0.000000000000000000e+00,1.012292875309640960e+00,1.012311608288199771e+00
7.936507936507936067e-02,1.005195575047035383e+00,1.009054127684519742e+00
1.587301587301587213e-01,9.926497239277168871e-01,9.830297810694476057e-01
2.380952380952380820e-01,9.613781974363153626e-01,9.607412156185031193e-01
3.174603174603174427e-01,9.347639830426911489e-01,9.174425658260998429e-01
3.968253968253968034e-01,8.838368687165414350e-01,8.668616146335561545e-01
4.761904761904761640e-01,8.256072834079852818e-01,8.524320262146387606e-01
5.555555555555555802e-01,7.836082312417224083e-01,7.941534886744996413e-01
6.349206349206348854e-01,7.179691981956137781e-01,7.593979964899515434e-01
7.142857142857141906e-01,6.743387826845040900e-01,6.756689702563624111e-01
7.936507936507936067e-01,6.064823590700603173e-01,6.440616499151849972e-01
8.730158730158730229e-01,5.422516913654672477e-01,6.174544504151420199e-01
9.523809523809523281e-01,5.010706115453682497e-01,5.388286572927677431e-01
1.031746031746031633e+00,4.423450473368257252e-01,5.178613960227601565e-01
1.111111111111111160e+00,4.078526748445884809e-01,4.930133746499767988e-01
1.190476190476190466e+00,3.562354281870251382e-01,4.517468537387725469e-01
1.269841269841269771e+00,3.105455065808441772e-01,4.393591661124958136e-01
1.349206349206349076e+00,2.831886223177371154e-01,4.040561755609115568e-01
1.428571428571428381e+00,2.466794699225208776e-01,4.006541536255721070e-01
1.507936507936507908e+00,2.245210316788504301e-01,3.437247745357340789e-01
1.587301587301587213e+00,1.942655585549963870e-01,3.447757579365401948e-01
1.666666666666666519e+00,1.779426072739318798e-01,3.203645401178056296e-01
1.746031746031746046e+00,1.535879059635884281e-01,3.121883979849180424e-01
1.825396825396825351e+00,1.327052044995763458e-01,3.215172822673810771e-01
1.904761904761904656e+00,1.206927539084607370e-01,3.033895281325739157e-01
1.984126984126983961e+00,1.052304099030212242e-01,3.196560147657906970e-01
2.063492063492063266e+00,9.582361858235334540e-02,2.726255996147909366e-01
2.142857142857142794e+00,8.294697933779278387e-02,2.926611523606584275e-01
2.222222222222222321e+00,7.266768251214869578e-02,3.230822416037327227e-01
2.301587301587301404e+00,6.635783036341878771e-02,2.763103073692016465e-01
2.380952380952380931e+00,5.759990185410659297e-02,3.140998695505098914e-01
2.460317460317460014e+00,5.334140648524263173e-02,3.242061029785259785e-01
2.539682539682539542e+00,4.652781968487931102e-02,3.196632005224189776e-01
2.619047619047619069e+00,4.253000119586925615e-02,3.190000436297458775e-01
2.698412698412698152e+00,3.721968743731451923e-02,4.145389797128589127e-01
2.777777777777777679e+00,3.312125247304418402e-02,6.144784587400344833e-01
2.857142857142856762e+00,3.050334914608610060e-02,5.644981301546763142e-01
2.936507936507936289e+00,2.672720562447828546e-02,7.950214811421362215e-01
3.015873015873015817e+00,2.507381309209391271e-02,8.469334388439414552e-01
3.095238095238094900e+00,2.219987159048478903e-02,8.766207247979737049e-01
3.174603174603174427e+00,1.955444424137784548e-02,8.568446669152351980e-01
3.253968253968253954e+00,1.814311477938820166e-02,7.688433935479302983e-01
3.333333333333333037e+00,1.649002819821792504e-02,5.402849131300361263e-01
3.412698412698412564e+00,1.519731973712851354e-02,4.891534983706527506e-01
3.492063492063492092e+00,1.363557215217386410e-02,2.196744810945276960e-01
3.571428571428571175e+00,1.253312349932145416e-02,6.403821072589352403e-02
3.650793650793650702e+00,1.174758182495859969e-02,4.932950342120664272e-02
3.730158730158729785e+00,1.049977137684270957e-02,1.853445386699440617e-02
3.809523809523809312e+00,9.875577423080537584e-03,1.536722395800307721e-02
3.888888888888888840e+00,9.217775429012869601e-03,1.710751207397396070e-02
3.968253968253967923e+00,8.559632252271485997e-03,1.390569419382110643e-02
4.047619047619047450e+00,7.859939323887475682e-03,1.056715257124495218e-02
4.126984126984126533e+00,7.431980120645749824e-03,5.574409898741662477e-03
4.206349206349206504e+00,7.072876371837730387e-03,2.531588400878122778e-03
4.285714285714285587e+00,6.429712750773775368e-03,2.057075741983544273e-03
4.365079365079364671e+00,6.308923535489356117e-03,1.742384289035114235e-03
4.444444444444444642e+00,5.901495967857278355e-03,1.164863888076731867e-03
4.523809523809523725e+00,5.403958875043031462e-03,8.148301037360510023e-04
4.603174603174602808e+00,5.195298222672007672e-03,5.541329992743650092e-04
4.682539682539681891e+00,5.055063784479439139e-03,3.870470001228109506e-04
4.761904761904761862e+00,4.744195155882827142e-03,3.338633992454109268e-04
4.841269841269840946e+00,4.506657626746305746e-03,2.867955258719128092e-04
4.920634920634920029e+00,4.506732367247943266e-03,2.492744296910144445e-04
5.000000000000000000e+00,4.308340001980454775e-03,2.039350634241188264e-04
