Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
21	:	1613766604.207	    40.257	0	3938	0	0	cd _experiments/pres_64s_3l/_simulations/020_pres_64s_3l && bash run.sh -e pres_64s_3l -i 020 -s 64 -c 32 -rmo
8	:	1613766604.127	    40.389	0	3636	0	0	cd _experiments/pres_64s_3l/_simulations/007_pres_64s_3l && bash run.sh -e pres_64s_3l -i 007 -s 64 -c 32 -rmo
4	:	1613766604.105	    40.473	0	3637	0	0	cd _experiments/pres_64s_3l/_simulations/003_pres_64s_3l && bash run.sh -e pres_64s_3l -i 003 -s 64 -c 32 -rmo
20	:	1613766604.203	    40.447	0	3935	0	0	cd _experiments/pres_64s_3l/_simulations/019_pres_64s_3l && bash run.sh -e pres_64s_3l -i 019 -s 64 -c 32 -rmo
25	:	1613766604.229	    40.421	0	3939	0	0	cd _experiments/pres_64s_3l/_simulations/024_pres_64s_3l && bash run.sh -e pres_64s_3l -i 024 -s 64 -c 32 -rmo
14	:	1613766604.166	    40.498	0	3637	0	0	cd _experiments/pres_64s_3l/_simulations/013_pres_64s_3l && bash run.sh -e pres_64s_3l -i 013 -s 64 -c 32 -rmo
12	:	1613766604.157	    41.069	0	3636	0	0	cd _experiments/pres_64s_3l/_simulations/011_pres_64s_3l && bash run.sh -e pres_64s_3l -i 011 -s 64 -c 32 -rmo
31	:	1613766604.263	    41.203	0	3940	0	0	cd _experiments/pres_64s_3l/_simulations/030_pres_64s_3l && bash run.sh -e pres_64s_3l -i 030 -s 64 -c 32 -rmo
13	:	1613766604.161	    41.309	0	3637	0	0	cd _experiments/pres_64s_3l/_simulations/012_pres_64s_3l && bash run.sh -e pres_64s_3l -i 012 -s 64 -c 32 -rmo
29	:	1613766604.251	    41.286	0	3940	0	0	cd _experiments/pres_64s_3l/_simulations/028_pres_64s_3l && bash run.sh -e pres_64s_3l -i 028 -s 64 -c 32 -rmo
9	:	1613766604.136	    41.465	0	3637	0	0	cd _experiments/pres_64s_3l/_simulations/008_pres_64s_3l && bash run.sh -e pres_64s_3l -i 008 -s 64 -c 32 -rmo
28	:	1613766604.240	    41.434	0	3938	0	0	cd _experiments/pres_64s_3l/_simulations/027_pres_64s_3l && bash run.sh -e pres_64s_3l -i 027 -s 64 -c 32 -rmo
18	:	1613766604.194	    41.483	0	3934	0	0	cd _experiments/pres_64s_3l/_simulations/017_pres_64s_3l && bash run.sh -e pres_64s_3l -i 017 -s 64 -c 32 -rmo
22	:	1613766604.210	    41.483	0	3936	0	0	cd _experiments/pres_64s_3l/_simulations/021_pres_64s_3l && bash run.sh -e pres_64s_3l -i 021 -s 64 -c 32 -rmo
