0.000000000000000000e+00,1.012916489835867795e+00,1.012916489836293676e+00,1.012916489835867795e+00,1.012916489836648282e+00,1.012916489836031220e+00
3.937007874015747977e-02,1.011997420460147401e+00,1.009172220061907543e+00,9.977116482145604870e-01,9.891396814159031381e-01,9.668920768223645545e-01
7.874015748031495954e-02,1.004257474199338862e+00,9.788653790668219168e-01,9.382697394670082014e-01,9.049660322487101949e-01,8.686329961551094714e-01
1.181102362204724393e-01,9.976129075869191176e-01,9.537671974913420891e-01,9.063861873904774935e-01,8.313402475608542286e-01,7.498933258608916352e-01
1.574803149606299191e-01,9.890339241850393259e-01,9.050229094117945294e-01,8.066403050390814622e-01,7.007758157973805746e-01,6.001226074819266953e-01
1.968503937007873850e-01,9.666240964937289348e-01,8.675869296355750437e-01,7.469351089041421643e-01,6.314222038433989770e-01,5.111479170510102588e-01
2.362204724409448786e-01,9.530556919426885765e-01,8.290715260798240394e-01,6.662737188035441349e-01,5.165080544747867597e-01,4.177650855798663576e-01
2.755905511811023723e-01,9.377502608304183473e-01,7.638316500034184608e-01,5.819822465761117503e-01,4.386452328854626437e-01,3.375718782656989547e-01
3.149606299212598381e-01,9.212717027201378084e-01,7.254209331947021333e-01,5.364905599657802115e-01,4.055646854702831261e-01,3.159850281976849806e-01
3.543307086614173040e-01,8.841619104512803418e-01,6.316063140738821247e-01,4.221152608168005083e-01,2.873968234778357944e-01,2.031464178536235843e-01
3.937007874015747699e-01,8.638161638104289164e-01,5.959105885576433392e-01,3.903110995930693106e-01,2.713201448170023955e-01,2.003870500382272379e-01
4.330708661417322913e-01,8.428210227977326330e-01,5.581894641235869425e-01,3.735498122705230295e-01,2.676016552554829064e-01,2.021046741091270804e-01
4.724409448818897572e-01,7.981018837580998726e-01,5.005026738717783807e-01,3.301782766535262259e-01,2.269407470813028793e-01,1.601628970693378118e-01
5.118110236220472231e-01,7.746983560646391043e-01,4.476930876269441528e-01,2.756650814641572467e-01,1.833184286605256674e-01,1.386895696581460224e-01
5.511811023622047445e-01,7.511191451648248085e-01,4.266572498293104143e-01,2.654175636217402379e-01,1.862768522986792408e-01,1.435022550736859415e-01
5.905511811023621549e-01,7.269769792946675357e-01,4.099739901887302640e-01,2.592897380329632906e-01,1.950351536872881042e-01,1.617190561958543049e-01
6.299212598425196763e-01,6.782666375674880621e-01,3.419443850415825881e-01,1.996495582658948942e-01,1.309798490017806682e-01,9.878472325456132130e-02
6.692913385826771977e-01,6.539983418433319429e-01,3.315764082213524810e-01,1.982993093079319091e-01,1.424046113762541255e-01,1.251421476261678489e-01
7.086614173228346081e-01,6.296019585568537469e-01,3.126045611885582831e-01,1.903499508800435835e-01,1.414544230335582353e-01,1.144509792110871005e-01
7.480314960629921295e-01,5.814921689767504898e-01,2.822940745272708440e-01,1.952817186053229792e-01,1.562068003416849371e-01,1.448318678062282261e-01
7.874015748031495399e-01,5.580300329786248570e-01,2.553827275329473845e-01,1.761791305749946801e-01,1.565887033540321327e-01,1.365940936032044861e-01
8.267716535433070613e-01,5.347116550059278772e-01,2.546966692847734137e-01,1.778090969196786109e-01,1.609765552280001122e-01,3.920159583449808749e-01
8.661417322834645827e-01,5.121282745704837103e-01,2.584808909331017257e-01,1.939817334204126109e-01,1.935179990765761582e-01,4.555390077029352613e-01
9.055118110236219930e-01,4.680679310890849543e-01,2.130405110943509595e-01,1.502892292642421246e-01,1.582206018711687090e-01,3.188837815885952054e-01
9.448818897637795144e-01,4.468037260811357769e-01,2.308128979308308737e-01,2.021703472696101955e-01,2.318105017300183535e-01,5.559334845890613330e-01
9.842519685039370358e-01,4.264047562880498021e-01,2.143033682164988685e-01,1.915083680726887561e-01,2.712956554892038130e-01,5.629315471622743372e-01
1.023622047244094446e+00,4.063767637273401068e-01,2.275069343540514488e-01,2.688694446586241682e-01,4.523196548409894047e-01,6.529937900121119965e-01
1.062992125984251857e+00,3.683826476566869346e-01,1.871888892845964547e-01,2.240997972652224446e-01,6.874085199860348050e-01,6.427604380335751877e-01
1.102362204724409489e+00,3.504911758666592325e-01,2.042423176702804488e-01,3.092815744880235140e-01,6.688299921471796416e-01,6.051527646633911850e-01
1.141732283464566899e+00,3.331694562517986680e-01,2.307821622734571310e-01,4.614069233220555732e-01,7.409666846552390718e-01,4.566997855801727679e-01
1.181102362204724310e+00,3.004932823826471089e-01,1.908042800943485495e-01,4.110763215178149799e-01,7.168490328643555287e-01,3.274661567511579774e-01
1.220472440944881942e+00,2.852455009022926147e-01,2.322129758359457730e-01,7.024958731498930353e-01,6.620961336779896955e-01,3.094827994361437074e-01
1.259842519685039353e+00,2.705766651879238927e-01,2.285472870146657842e-01,8.353598827393838855e-01,4.413084551404217737e-01,2.819720284987423664e-01
1.299212598425196763e+00,2.566059654175443794e-01,2.842250480845883720e-01,8.031288289061442320e-01,4.003443583813672824e-01,2.797225426594539544e-01
1.338582677165354395e+00,2.303481695598917356e-01,2.336830776990641567e-01,7.674719874855500112e-01,2.856554057664443813e-01,5.564968703658736970e-01
1.377952755905511806e+00,2.180976504830804685e-01,3.550218450575174933e-01,5.997294611174608381e-01,1.497164056372392860e-01,4.553834325563368424e-01
1.417322834645669216e+00,2.065822637776766613e-01,4.320844756638513862e-01,4.607869147514491170e-01,2.820386244738872783e-01,5.730517011151292639e-01
1.456692913385826849e+00,1.849431952030186066e-01,5.264650817595312171e-01,4.100171912338846925e-01,3.424074377739228514e-01,4.604426100212046236e-01
1.496062992125984259e+00,1.749027501408807195e-01,7.525919456385861128e-01,2.620027187654335732e-01,4.963769807425582048e-01,3.392474785155640826e-01
1.535433070866141669e+00,1.654969247104189911e-01,7.777388707469737872e-01,1.505294878907111056e-01,4.174665608070288192e-01,2.078077865120970813e-01
1.574803149606299080e+00,1.564479902118824095e-01,7.112422399107944937e-01,1.094229641023910793e-01,3.952163236207242858e-01,2.871936881588886270e-01
1.614173228346456712e+00,1.397434363483576747e-01,6.528955075968112531e-01,1.949037749414548604e-01,3.366530402615349749e-01,2.835807973112486335e-01
1.653543307086614123e+00,1.320948114512858484e-01,4.449279447662769504e-01,2.539337360790998033e-01,2.491570485216944852e-01,2.881977887785774350e-01
1.692913385826771533e+00,1.248378320616577580e-01,3.115543314400476271e-01,3.442991096642574744e-01,2.554466533346011481e-01,2.917231894257229508e-01
1.732283464566929165e+00,1.113918483061742265e-01,2.075405827485939381e-01,3.101892739568754553e-01,2.018371564744088076e-01,1.784078800753454153e-01
1.771653543307086576e+00,1.052533705638273448e-01,8.052193563809456611e-02,2.278431584131715149e-01,1.133455588544744347e-01,1.323531550169052551e-01
1.811023622047243986e+00,9.954215086134360346e-02,4.209979848520929713e-02,1.109683014029143461e-01,8.738834021218357118e-02,7.180210643948407856e-02
1.850393700787401619e+00,9.395249305488080627e-02,1.736719693279871468e-02,5.808353098154789285e-02,2.853763838626226235e-02,3.187901981703532978e-02
1.889763779527559029e+00,8.379153266907446440e-02,1.340930459609272068e-02,2.077785587129140146e-02,9.315443092515562559e-03,1.146308256065247007e-02
1.929133858267716439e+00,7.912893959964406587e-02,1.182207816085243182e-02,3.441457771680834880e-03,1.340538145858766314e-03,3.819925145435359992e-03
1.968503937007874072e+00,7.479216070401630001e-02,1.082929019650297718e-02,9.325247477530264947e-04,5.486266838779526147e-04,1.548729066534101570e-03
2.007874015748031482e+00,6.671283892540526284e-02,1.002035668604343843e-02,1.561843820694192768e-03,6.771849966028121569e-04,1.582775169619254647e-03
2.047244094488188892e+00,6.301152744712111564e-02,8.092465404270316950e-03,1.788482816252095087e-03,8.267701208354313967e-04,2.482466946998075456e-03
2.086614173228346303e+00,5.965986043227959612e-02,6.277818558174472034e-03,1.618711208855914008e-03,7.475914026111996199e-04,2.272316849256985401e-03
2.125984251968503713e+00,5.627862393536629815e-02,3.218965867024567874e-03,1.218915421150772562e-03,9.089296121141481576e-04,7.936783231547572121e-04
