5.000000000000000000e+00,1.733767103220790033e-04,2.797906199078550047e-04
4.921875000000000000e+00,2.058333221073100011e-04,3.476561739282070214e-04
4.843750000000000000e+00,2.443767616230649959e-04,4.446670080376239958e-04
4.765625000000000000e+00,2.901444028219430033e-04,5.253490391577239800e-04
4.687500000000000000e+00,3.445188260507950242e-04,6.812210761300100401e-04
4.609375000000000000e+00,3.753811193425180080e-04,8.809220676884469900e-04
4.531250000000000000e+00,4.457105775031540082e-04,1.056707231406329908e-03
4.453125000000000000e+00,5.290659145192429984e-04,1.394331638991600040e-03
4.375000000000000000e+00,6.281538704878210410e-04,1.856507987634780027e-03
4.296875000000000000e+00,7.460094299525149488e-04,2.500822258716860202e-03
4.218750000000000000e+00,8.855661380102509712e-04,3.130053855523420164e-03
4.140625000000000000e+00,9.648662497662130163e-04,4.044654193499990294e-03
4.062500000000000000e+00,1.145436721965840086e-03,6.069060882999270309e-03
3.984375000000000000e+00,1.359834637502229911e-03,8.684518829533719939e-03
3.906250000000000000e+00,1.614384123856100030e-03,1.167925236509930083e-02
3.828125000000000000e+00,1.916587043210729894e-03,1.757908003723920171e-02
3.750000000000000000e+00,2.088277722422969898e-03,2.262616036811190140e-02
3.671875000000000000e+00,2.478299295553799964e-03,3.511478598070680301e-02
3.593750000000000000e+00,2.944078446505200147e-03,5.233648256670259818e-02
3.515625000000000000e+00,3.493723977945460083e-03,8.922090252245200304e-02
3.437500000000000000e+00,4.146096015313910019e-03,1.618769443346800008e-01
3.359375000000000000e+00,4.920512987739890029e-03,2.947483819024550034e-01
3.281250000000000000e+00,5.360234801213120334e-03,3.513307935993830178e-01
3.203125000000000000e+00,6.359978004197620188e-03,9.482753576996519884e-01
3.125000000000000000e+00,7.548038474740920156e-03,9.247126319417789952e-01
3.046875000000000000e+00,8.955303986370170832e-03,6.447457851186869648e-01
2.968750000000000000e+00,1.062516940778629980e-02,4.470554845850570058e-01
2.890625000000000000e+00,1.157174443768120044e-02,5.115797433878940259e-01
2.812500000000000000e+00,1.372092903121759945e-02,3.934104603533559730e-01
2.734375000000000000e+00,1.627950360210650080e-02,3.027009181006790062e-01
2.656250000000000000e+00,1.929543876804689848e-02,2.591448621090119975e-01
2.578125000000000000e+00,2.286520301481440032e-02,2.315835705514809884e-01
2.500000000000000000e+00,2.708780617183120104e-02,1.998185583906050000e-01
2.421875000000000000e+00,2.947934085511429853e-02,2.449437717124370029e-01
2.343750000000000000e+00,3.490380980212919731e-02,1.845278401622710007e-01
2.265625000000000000e+00,4.130824586203579729e-02,1.828509872080600063e-01
2.187500000000000000e+00,4.885710309044719729e-02,1.713284913871019888e-01
2.109375000000000000e+00,5.778530614725300302e-02,1.749930939584080081e-01
2.031250000000000000e+00,6.279591195773430445e-02,2.166691858154589923e-01
1.953125000000000000e+00,7.410320553830400392e-02,2.238571249405049979e-01
1.875000000000000000e+00,8.735661379888549904e-02,2.179793211193999936e-01
1.796875000000000000e+00,1.028510560887840042e-01,2.295799064648149923e-01
1.718750000000000000e+00,1.209127569094209931e-01,2.437044709475809923e-01
1.640625000000000000e+00,1.419015784440660066e-01,2.429999722332389922e-01
1.562500000000000000e+00,1.536047747438600009e-01,2.979995997203129798e-01
1.484375000000000000e+00,1.798535572422559903e-01,2.828260312052359726e-01
1.406250000000000000e+00,2.097835891179540002e-01,3.072929782357770034e-01
1.328125000000000000e+00,2.439288143974640000e-01,3.137206445421720225e-01
1.250000000000000000e+00,2.826452587491120050e-01,3.436789109321349844e-01
1.171875000000000000e+00,3.038032507552669848e-01,4.156136347430229860e-01
1.093750000000000000e+00,3.497673247846390110e-01,4.541342677421900120e-01
1.015625000000000000e+00,4.006111992928830245e-01,4.688252773814700070e-01
9.375000000000000000e-01,4.561823287372330227e-01,5.140149237765719858e-01
8.593750000000000000e-01,5.159513794487909921e-01,5.631873245250640370e-01
7.812500000000000000e-01,5.791497611639979670e-01,5.847336962504730007e-01
7.031250000000000000e-01,6.116700878160189481e-01,6.788642460510280197e-01
6.250000000000000000e-01,6.776092030654690124e-01,6.972407403280580507e-01
5.468750000000000000e-01,7.431914777054640098e-01,7.557113799820569522e-01
4.687500000000000000e-01,8.062344736406700241e-01,7.831575045410039682e-01
3.906250000000000000e-01,8.642725777715910551e-01,8.400666837764020345e-01
3.125000000000000000e-01,8.906260994729919833e-01,9.170232959903950043e-01
2.343750000000000000e-01,9.364093724948460151e-01,9.559306999348869960e-01
1.562500000000000000e-01,9.710467310575490174e-01,9.712537305431140355e-01
7.812500000000000000e-02,9.926530800067360216e-01,1.000000001010229900e+00
