Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
13	:	1613685320.415	    24.569	0	3636	0	0	cd _experiments/pres_64s_1l/_simulations/012_pres_64s_1l && bash run.sh -e pres_64s_1l -i 012 -s 64 -c 32 -rmo
6	:	1613685320.381	    24.654	0	3636	0	0	cd _experiments/pres_64s_1l/_simulations/005_pres_64s_1l && bash run.sh -e pres_64s_1l -i 005 -s 64 -c 32 -rmo
2	:	1613685320.366	    24.735	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/001_pres_64s_1l && bash run.sh -e pres_64s_1l -i 001 -s 64 -c 32 -rmo
8	:	1613685320.387	    24.906	0	3635	0	0	cd _experiments/pres_64s_1l/_simulations/007_pres_64s_1l && bash run.sh -e pres_64s_1l -i 007 -s 64 -c 32 -rmo
5	:	1613685320.376	    24.995	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/004_pres_64s_1l && bash run.sh -e pres_64s_1l -i 004 -s 64 -c 32 -rmo
7	:	1613685320.384	    25.066	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/006_pres_64s_1l && bash run.sh -e pres_64s_1l -i 006 -s 64 -c 32 -rmo
1	:	1613685320.363	    25.161	0	3605	0	0	cd _experiments/pres_64s_1l/_simulations/000_pres_64s_1l && bash run.sh -e pres_64s_1l -i 000 -s 64 -c 32 -rmo
28	:	1613685320.502	    25.347	0	3638	0	0	cd _experiments/pres_64s_1l/_simulations/027_pres_64s_1l && bash run.sh -e pres_64s_1l -i 027 -s 64 -c 32 -rmo
16	:	1613685320.430	    25.723	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/015_pres_64s_1l && bash run.sh -e pres_64s_1l -i 015 -s 64 -c 32 -rmo
27	:	1613685320.499	    25.809	0	3639	0	0	cd _experiments/pres_64s_1l/_simulations/026_pres_64s_1l && bash run.sh -e pres_64s_1l -i 026 -s 64 -c 32 -rmo
22	:	1613685320.468	    25.909	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/021_pres_64s_1l && bash run.sh -e pres_64s_1l -i 021 -s 64 -c 32 -rmo
25	:	1613685320.482	    26.146	0	3638	0	0	cd _experiments/pres_64s_1l/_simulations/024_pres_64s_1l && bash run.sh -e pres_64s_1l -i 024 -s 64 -c 32 -rmo
20	:	1613685320.454	    26.311	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/019_pres_64s_1l && bash run.sh -e pres_64s_1l -i 019 -s 64 -c 32 -rmo
26	:	1613685320.488	    26.348	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/025_pres_64s_1l && bash run.sh -e pres_64s_1l -i 025 -s 64 -c 32 -rmo
31	:	1613685320.524	    26.377	0	3638	0	0	cd _experiments/pres_64s_1l/_simulations/030_pres_64s_1l && bash run.sh -e pres_64s_1l -i 030 -s 64 -c 32 -rmo
21	:	1613685320.461	    26.440	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/020_pres_64s_1l && bash run.sh -e pres_64s_1l -i 020 -s 64 -c 32 -rmo
9	:	1613685320.394	    26.510	0	3636	0	0	cd _experiments/pres_64s_1l/_simulations/008_pres_64s_1l && bash run.sh -e pres_64s_1l -i 008 -s 64 -c 32 -rmo
10	:	1613685320.398	    26.507	0	3636	0	0	cd _experiments/pres_64s_1l/_simulations/009_pres_64s_1l && bash run.sh -e pres_64s_1l -i 009 -s 64 -c 32 -rmo
3	:	1613685320.369	    27.427	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/002_pres_64s_1l && bash run.sh -e pres_64s_1l -i 002 -s 64 -c 32 -rmo
29	:	1613685320.516	    27.348	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/028_pres_64s_1l && bash run.sh -e pres_64s_1l -i 028 -s 64 -c 32 -rmo
18	:	1613685320.445	    27.486	0	3634	0	0	cd _experiments/pres_64s_1l/_simulations/017_pres_64s_1l && bash run.sh -e pres_64s_1l -i 017 -s 64 -c 32 -rmo
32	:	1613685320.532	    27.527	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/031_pres_64s_1l && bash run.sh -e pres_64s_1l -i 031 -s 64 -c 32 -rmo
24	:	1613685320.479	    27.820	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/023_pres_64s_1l && bash run.sh -e pres_64s_1l -i 023 -s 64 -c 32 -rmo
30	:	1613685320.519	    27.846	0	3639	0	0	cd _experiments/pres_64s_1l/_simulations/029_pres_64s_1l && bash run.sh -e pres_64s_1l -i 029 -s 64 -c 32 -rmo
12	:	1613685320.411	    27.994	0	3635	0	0	cd _experiments/pres_64s_1l/_simulations/011_pres_64s_1l && bash run.sh -e pres_64s_1l -i 011 -s 64 -c 32 -rmo
4	:	1613685320.373	    28.040	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/003_pres_64s_1l && bash run.sh -e pres_64s_1l -i 003 -s 64 -c 32 -rmo
14	:	1613685320.420	    27.993	0	3636	0	0	cd _experiments/pres_64s_1l/_simulations/013_pres_64s_1l && bash run.sh -e pres_64s_1l -i 013 -s 64 -c 32 -rmo
17	:	1613685320.433	    27.980	0	3637	0	0	cd _experiments/pres_64s_1l/_simulations/016_pres_64s_1l && bash run.sh -e pres_64s_1l -i 016 -s 64 -c 32 -rmo
23	:	1613685320.471	    27.943	0	3636	0	0	cd _experiments/pres_64s_1l/_simulations/022_pres_64s_1l && bash run.sh -e pres_64s_1l -i 022 -s 64 -c 32 -rmo
