Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
27	:	1613765375.356	    43.577	0	3640	0	0	cd _experiments/pres_64s_2l/_simulations/026_pres_64s_2l && bash run.sh -e pres_64s_2l -i 026 -s 64 -c 32 -rmo
22	:	1613765375.328	    43.621	0	3636	0	0	cd _experiments/pres_64s_2l/_simulations/021_pres_64s_2l && bash run.sh -e pres_64s_2l -i 021 -s 64 -c 32 -rmo
26	:	1613765375.353	    43.677	0	3638	0	0	cd _experiments/pres_64s_2l/_simulations/025_pres_64s_2l && bash run.sh -e pres_64s_2l -i 025 -s 64 -c 32 -rmo
29	:	1613765375.369	    43.697	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/028_pres_64s_2l && bash run.sh -e pres_64s_2l -i 028 -s 64 -c 32 -rmo
15	:	1613765375.278	    43.789	0	3636	0	0	cd _experiments/pres_64s_2l/_simulations/014_pres_64s_2l && bash run.sh -e pres_64s_2l -i 014 -s 64 -c 32 -rmo
30	:	1613765375.375	    43.864	0	3941	0	0	cd _experiments/pres_64s_2l/_simulations/029_pres_64s_2l && bash run.sh -e pres_64s_2l -i 029 -s 64 -c 32 -rmo
23	:	1613765375.333	    43.972	0	3635	0	0	cd _experiments/pres_64s_2l/_simulations/022_pres_64s_2l && bash run.sh -e pres_64s_2l -i 022 -s 64 -c 32 -rmo
12	:	1613765375.256	    44.118	0	3635	0	0	cd _experiments/pres_64s_2l/_simulations/011_pres_64s_2l && bash run.sh -e pres_64s_2l -i 011 -s 64 -c 32 -rmo
5	:	1613765375.218	    44.222	0	3637	0	0	cd _experiments/pres_64s_2l/_simulations/004_pres_64s_2l && bash run.sh -e pres_64s_2l -i 004 -s 64 -c 32 -rmo
32	:	1613765375.385	    44.222	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/031_pres_64s_2l && bash run.sh -e pres_64s_2l -i 031 -s 64 -c 32 -rmo
18	:	1613765375.295	    44.381	0	3634	0	0	cd _experiments/pres_64s_2l/_simulations/017_pres_64s_2l && bash run.sh -e pres_64s_2l -i 017 -s 64 -c 32 -rmo
33	:	1613765417.743	    26.585	0	3942	0	0	cd _experiments/pres_64s_2l/_simulations/032_pres_64s_2l && bash run.sh -e pres_64s_2l -i 032 -s 64 -c 32 -rmo
38	:	1613765418.013	    26.460	0	3941	0	0	cd _experiments/pres_64s_2l/_simulations/037_pres_64s_2l && bash run.sh -e pres_64s_2l -i 037 -s 64 -c 32 -rmo
34	:	1613765417.802	    26.921	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/033_pres_64s_2l && bash run.sh -e pres_64s_2l -i 033 -s 64 -c 32 -rmo
39	:	1613765418.092	    26.634	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/038_pres_64s_2l && bash run.sh -e pres_64s_2l -i 038 -s 64 -c 32 -rmo
36	:	1613765417.881	    27.065	0	3941	0	0	cd _experiments/pres_64s_2l/_simulations/035_pres_64s_2l && bash run.sh -e pres_64s_2l -i 035 -s 64 -c 32 -rmo
40	:	1613765418.161	    27.111	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/039_pres_64s_2l && bash run.sh -e pres_64s_2l -i 039 -s 64 -c 32 -rmo
37	:	1613765417.886	    27.459	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/036_pres_64s_2l && bash run.sh -e pres_64s_2l -i 036 -s 64 -c 32 -rmo
41	:	1613765418.365	    26.984	0	3942	0	0	cd _experiments/pres_64s_2l/_simulations/040_pres_64s_2l && bash run.sh -e pres_64s_2l -i 040 -s 64 -c 32 -rmo
42	:	1613765418.439	    26.917	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/041_pres_64s_2l && bash run.sh -e pres_64s_2l -i 041 -s 64 -c 32 -rmo
35	:	1613765417.872	    27.542	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/034_pres_64s_2l && bash run.sh -e pres_64s_2l -i 034 -s 64 -c 32 -rmo
50	:	1613765418.792	    26.623	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/049_pres_64s_2l && bash run.sh -e pres_64s_2l -i 049 -s 64 -c 32 -rmo
47	:	1613765418.585	    27.052	0	3942	0	0	cd _experiments/pres_64s_2l/_simulations/046_pres_64s_2l && bash run.sh -e pres_64s_2l -i 046 -s 64 -c 32 -rmo
43	:	1613765418.443	    27.195	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/042_pres_64s_2l && bash run.sh -e pres_64s_2l -i 042 -s 64 -c 32 -rmo
45	:	1613765418.458	    27.187	0	3941	0	0	cd _experiments/pres_64s_2l/_simulations/044_pres_64s_2l && bash run.sh -e pres_64s_2l -i 044 -s 64 -c 32 -rmo
48	:	1613765418.663	    26.982	0	3939	0	0	cd _experiments/pres_64s_2l/_simulations/047_pres_64s_2l && bash run.sh -e pres_64s_2l -i 047 -s 64 -c 32 -rmo
46	:	1613765418.519	    27.421	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/045_pres_64s_2l && bash run.sh -e pres_64s_2l -i 045 -s 64 -c 32 -rmo
44	:	1613765418.451	    27.562	0	3940	0	0	cd _experiments/pres_64s_2l/_simulations/043_pres_64s_2l && bash run.sh -e pres_64s_2l -i 043 -s 64 -c 32 -rmo
51	:	1613765418.870	    27.520	0	3938	0	0	cd _experiments/pres_64s_2l/_simulations/050_pres_64s_2l && bash run.sh -e pres_64s_2l -i 050 -s 64 -c 32 -rmo
49	:	1613765418.732	    27.743	0	3942	0	0	cd _experiments/pres_64s_2l/_simulations/048_pres_64s_2l && bash run.sh -e pres_64s_2l -i 048 -s 64 -c 32 -rmo
52	:	1613765418.938	    27.644	0	3942	0	0	cd _experiments/pres_64s_2l/_simulations/051_pres_64s_2l && bash run.sh -e pres_64s_2l -i 051 -s 64 -c 32 -rmo
53	:	1613765418.944	    27.793	0	3942	0	0	cd _experiments/pres_64s_2l/_simulations/052_pres_64s_2l && bash run.sh -e pres_64s_2l -i 052 -s 64 -c 32 -rmo
55	:	1613765418.954	    28.996	0	4140	0	0	cd _experiments/pres_64s_2l/_simulations/054_pres_64s_2l && bash run.sh -e pres_64s_2l -i 054 -s 64 -c 32 -rmo
58	:	1613765419.077	    28.949	0	4141	0	0	cd _experiments/pres_64s_2l/_simulations/057_pres_64s_2l && bash run.sh -e pres_64s_2l -i 057 -s 64 -c 32 -rmo
59	:	1613765419.244	    28.850	0	4142	0	0	cd _experiments/pres_64s_2l/_simulations/058_pres_64s_2l && bash run.sh -e pres_64s_2l -i 058 -s 64 -c 32 -rmo
56	:	1613765419.033	    29.239	0	4141	0	0	cd _experiments/pres_64s_2l/_simulations/055_pres_64s_2l && bash run.sh -e pres_64s_2l -i 055 -s 64 -c 32 -rmo
63	:	1613765419.611	    28.733	0	4141	0	0	cd _experiments/pres_64s_2l/_simulations/062_pres_64s_2l && bash run.sh -e pres_64s_2l -i 062 -s 64 -c 32 -rmo
61	:	1613765419.378	    29.129	0	4141	0	0	cd _experiments/pres_64s_2l/_simulations/060_pres_64s_2l && bash run.sh -e pres_64s_2l -i 060 -s 64 -c 32 -rmo
60	:	1613765419.309	    29.424	0	4141	0	0	cd _experiments/pres_64s_2l/_simulations/059_pres_64s_2l && bash run.sh -e pres_64s_2l -i 059 -s 64 -c 32 -rmo
54	:	1613765418.950	    29.838	0	4142	0	0	cd _experiments/pres_64s_2l/_simulations/053_pres_64s_2l && bash run.sh -e pres_64s_2l -i 053 -s 64 -c 32 -rmo
57	:	1613765419.071	    29.787	0	4140	0	0	cd _experiments/pres_64s_2l/_simulations/056_pres_64s_2l && bash run.sh -e pres_64s_2l -i 056 -s 64 -c 32 -rmo
64	:	1613765419.681	    29.180	0	4128	0	0	cd _experiments/pres_64s_2l/_simulations/063_pres_64s_2l && bash run.sh -e pres_64s_2l -i 063 -s 64 -c 32 -rmo
62	:	1613765419.443	    29.771	0	4141	0	0	cd _experiments/pres_64s_2l/_simulations/061_pres_64s_2l && bash run.sh -e pres_64s_2l -i 061 -s 64 -c 32 -rmo
