0.000000000000000000e+00,1.012292875309640960e+00,1.012292875309648510e+00,1.012292875309572571e+00,1.012292875309143803e+00
7.936507936507936067e-02,1.005195575047035383e+00,9.830320927966803568e-01,9.473516887137362064e-01,9.185363326786678551e-01
1.587301587301587213e-01,9.926497239277168871e-01,9.174535666594552108e-01,8.299468914278511633e-01,7.370463326188384512e-01
2.380952380952380820e-01,9.613781974363153626e-01,8.524488564536232271e-01,7.061865397492202989e-01,5.974419079622684814e-01
3.174603174603174427e-01,9.347639830426911489e-01,7.594197768344486121e-01,5.974017523314777423e-01,4.623981876391544676e-01
3.968253968253968034e-01,8.838368687165414350e-01,6.440859461663792640e-01,4.658960095715014016e-01,3.574481299725022487e-01
4.761904761904761640e-01,8.256072834079852818e-01,5.388530829933131372e-01,3.631766689904049050e-01,2.629027985617086172e-01
5.555555555555555802e-01,7.836082312417224083e-01,4.930392722030635944e-01,3.578786216672729670e-01,2.779103547235440841e-01
6.349206349206348854e-01,7.179691981956137781e-01,4.393830795185512117e-01,3.183790372259609480e-01,2.361599694868190269e-01
7.142857142857141906e-01,6.743387826845040900e-01,4.006739997184693425e-01,2.859415054878799989e-01,2.197446979212942797e-01
7.936507936507936067e-01,6.064823590700603173e-01,3.447863909429761953e-01,2.716473618105945120e-01,2.380615657277027897e-01
8.730158730158730229e-01,5.422516913654672477e-01,3.121936860824708893e-01,2.700434045263580551e-01,3.039365049014970399e-01
9.523809523809523281e-01,5.010706115453682497e-01,3.033884635200244650e-01,2.665539624981629330e-01,4.264227240211539982e-01
1.031746031746031633e+00,4.423450473368257252e-01,2.726138185141193659e-01,2.828759223058352479e-01,5.789986821119650351e-01
1.111111111111111160e+00,4.078526748445884809e-01,3.230801618938535236e-01,4.650291440245515884e-01,7.798015773908905102e-01
1.190476190476190466e+00,3.562354281870251382e-01,3.140897960856752213e-01,5.625950914882591469e-01,8.238916635801667443e-01
1.269841269841269771e+00,3.105455065808441772e-01,3.196062997281383100e-01,9.158013786681704627e-01,6.413541621273167737e-01
1.349206349206349076e+00,2.831886223177371154e-01,4.145570745332607943e-01,8.698582371198199104e-01,5.292157281272066305e-01
1.428571428571428381e+00,2.466794699225208776e-01,5.646343579128538792e-01,7.571816722025648261e-01,2.899255772130023834e-01
1.507936507936507908e+00,2.245210316788504301e-01,8.471081883485181985e-01,2.982490811821409959e-01,4.812428094976938242e-01
1.587301587301587213e+00,1.942655585549963870e-01,8.559740089547579478e-01,1.720822603672705342e-01,3.608305395547465322e-01
1.666666666666666519e+00,1.779426072739318798e-01,5.398741932380467512e-01,3.735327925613988742e-01,3.455162790911557313e-01
1.746031746031746046e+00,1.535879059635884281e-01,2.201784114685277904e-01,3.039441938206038918e-01,2.533823271403508048e-01
1.825396825396825351e+00,1.327052044995763458e-01,4.964855550630109526e-02,1.266449548818484316e-01,1.040669387420145170e-01
1.904761904761904656e+00,1.206927539084607370e-01,1.530969510754979362e-02,1.972430942279173455e-02,7.044814474995742329e-03
1.984126984126983961e+00,1.052304099030212242e-01,1.383809703223956578e-02,1.037635865856693061e-03,8.745826672962393657e-04
2.063492063492063266e+00,9.582361858235334540e-02,5.589907530860117879e-03,2.377128618084655559e-03,3.075359614819804066e-04
2.142857142857142794e+00,8.294697933779278387e-02,2.051137786777912538e-03,1.638871153878520030e-03,5.583742740143742781e-04
2.222222222222222321e+00,7.266768251214869578e-02,1.165927512229869610e-03,8.778139261443868415e-04,7.890093993201649546e-04
2.301587301587301404e+00,6.635783036341878771e-02,5.549116423826876794e-04,1.096136637390707214e-03,5.556821571862629715e-04
2.380952380952380931e+00,5.759990185410659297e-02,3.341378624228044246e-04,1.118027495690741228e-03,5.769894497929667354e-04
2.460317460317460014e+00,5.334140648524263173e-02,2.495389108657525561e-04,1.020722027920028217e-03,4.994937107602158161e-04
2.539682539682539542e+00,4.652781968487931102e-02,2.365498522670187191e-04,5.518221514774011415e-04,6.080016088679651015e-04
2.619047619047619069e+00,4.253000119586925615e-02,3.381108600765131834e-04,5.599264547905885223e-04,6.379782539448737924e-04
2.698412698412698152e+00,3.721968743731451923e-02,4.061921918113050559e-04,6.519533032388081248e-04,3.628915827298616033e-04
2.777777777777777679e+00,3.312125247304418402e-02,4.253928257182475973e-04,5.588563165535014466e-04,3.361367980840949672e-04
2.857142857142856762e+00,3.050334914608610060e-02,5.173475537609509723e-04,5.628123572000900271e-04,3.631887271705711733e-04
2.936507936507936289e+00,2.672720562447828546e-02,5.900491209419258956e-04,5.473512937320768133e-04,3.449515033892357023e-04
3.015873015873015817e+00,2.507381309209391271e-02,6.080030950821194505e-04,4.919756148747373532e-04,2.913733009194310734e-04
3.095238095238094900e+00,2.219987159048478903e-02,6.629355685454226769e-04,5.573524978134476900e-04,3.385813637587650423e-04
3.174603174603174427e+00,1.955444424137784548e-02,7.700013922725425491e-04,5.058682725899922746e-04,3.421411863066779464e-04
3.253968253968253954e+00,1.814311477938820166e-02,7.817613100311922997e-04,4.924683640138924085e-04,2.888202726305277618e-04
3.333333333333333037e+00,1.649002819821792504e-02,7.335835211295006634e-04,5.575873396577051867e-04,3.678927373173608464e-04
3.412698412698412564e+00,1.519731973712851354e-02,7.793410232572040150e-04,5.272771841236567917e-04,4.113498656400191734e-04
3.492063492063492092e+00,1.363557215217386410e-02,8.796108018110807090e-04,6.365128571636774870e-04,3.935989722610657056e-04
3.571428571428571175e+00,1.253312349932145416e-02,9.174801349174702397e-04,6.818018396813700080e-04,5.331570842314132174e-04
3.650793650793650702e+00,1.174758182495859969e-02,9.463018165955427909e-04,6.604194088958277673e-04,2.695971283711615205e-04
3.730158730158729785e+00,1.049977137684270957e-02,9.215717459661554268e-04,7.929425570972806724e-04,2.771964299341458005e-04
3.809523809523809312e+00,9.875577423080537584e-03,9.636884406800337848e-04,4.054838682496301181e-04,2.720769461283432077e-04
3.888888888888888840e+00,9.217775429012869601e-03,1.044511684470444870e-03,4.022438460587628075e-04,2.636018534187759953e-04
3.968253968253967923e+00,8.559632252271485997e-03,1.061206808772040093e-03,4.062493413721947463e-04,2.439828573134826387e-04
4.047619047619047450e+00,7.859939323887475682e-03,9.829268571097727648e-04,4.127716412242273436e-04,2.318085756124449296e-04
4.126984126984126533e+00,7.431980120645749824e-03,1.072753894575012449e-03,3.950218019741765321e-04,2.277069479060406525e-04
4.206349206349206504e+00,7.072876371837730387e-03,7.276395371101045248e-04,3.672949044587877016e-04,2.355969829389004653e-04
