Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
2	:	1613577761.604	    42.719	0	3636	0	0	cd _experiments/pres_16s_2l/_simulations/001_pres_16s_2l && bash run.sh -e pres_16s_2l -i 001 -s 64 -c 32 -rmo
4	:	1613577761.613	    42.779	0	3636	0	0	cd _experiments/pres_16s_2l/_simulations/003_pres_16s_2l && bash run.sh -e pres_16s_2l -i 003 -s 64 -c 32 -rmo
11	:	1613577761.651	    42.816	0	3636	0	0	cd _experiments/pres_16s_2l/_simulations/010_pres_16s_2l && bash run.sh -e pres_16s_2l -i 010 -s 64 -c 32 -rmo
9	:	1613577761.640	    42.831	0	3636	0	0	cd _experiments/pres_16s_2l/_simulations/008_pres_16s_2l && bash run.sh -e pres_16s_2l -i 008 -s 64 -c 32 -rmo
10	:	1613577761.644	    42.828	0	3636	0	0	cd _experiments/pres_16s_2l/_simulations/009_pres_16s_2l && bash run.sh -e pres_16s_2l -i 009 -s 64 -c 32 -rmo
14	:	1613577761.670	    42.868	0	3639	0	0	cd _experiments/pres_16s_2l/_simulations/013_pres_16s_2l && bash run.sh -e pres_16s_2l -i 013 -s 64 -c 32 -rmo
12	:	1613577761.657	    42.952	0	3634	0	0	cd _experiments/pres_16s_2l/_simulations/011_pres_16s_2l && bash run.sh -e pres_16s_2l -i 011 -s 64 -c 32 -rmo
6	:	1613577761.622	    43.141	0	3636	0	0	cd _experiments/pres_16s_2l/_simulations/005_pres_16s_2l && bash run.sh -e pres_16s_2l -i 005 -s 64 -c 32 -rmo
13	:	1613577761.662	    43.101	0	3637	0	0	cd _experiments/pres_16s_2l/_simulations/012_pres_16s_2l && bash run.sh -e pres_16s_2l -i 012 -s 64 -c 32 -rmo
1	:	1613577761.600	    43.453	0	3605	0	0	cd _experiments/pres_16s_2l/_simulations/000_pres_16s_2l && bash run.sh -e pres_16s_2l -i 000 -s 64 -c 32 -rmo
5	:	1613577761.617	    43.441	0	3636	0	0	cd _experiments/pres_16s_2l/_simulations/004_pres_16s_2l && bash run.sh -e pres_16s_2l -i 004 -s 64 -c 32 -rmo
26	:	1613577761.746	    43.313	0	3939	0	0	cd _experiments/pres_16s_2l/_simulations/025_pres_16s_2l && bash run.sh -e pres_16s_2l -i 025 -s 64 -c 32 -rmo
19	:	1613577761.705	    43.583	0	3940	0	0	cd _experiments/pres_16s_2l/_simulations/018_pres_16s_2l && bash run.sh -e pres_16s_2l -i 018 -s 64 -c 32 -rmo
7	:	1613577761.629	    43.730	0	3635	0	0	cd _experiments/pres_16s_2l/_simulations/006_pres_16s_2l && bash run.sh -e pres_16s_2l -i 006 -s 64 -c 32 -rmo
8	:	1613577761.633	    43.796	0	3635	0	0	cd _experiments/pres_16s_2l/_simulations/007_pres_16s_2l && bash run.sh -e pres_16s_2l -i 007 -s 64 -c 32 -rmo
24	:	1613577761.731	    43.986	0	3941	0	0	cd _experiments/pres_16s_2l/_simulations/023_pres_16s_2l && bash run.sh -e pres_16s_2l -i 023 -s 64 -c 32 -rmo
23	:	1613577761.728	    44.074	0	3940	0	0	cd _experiments/pres_16s_2l/_simulations/022_pres_16s_2l && bash run.sh -e pres_16s_2l -i 022 -s 64 -c 32 -rmo
27	:	1613577761.751	    44.131	0	3941	0	0	cd _experiments/pres_16s_2l/_simulations/026_pres_16s_2l && bash run.sh -e pres_16s_2l -i 026 -s 64 -c 32 -rmo
